1.2 0.825 0
1.2 0.9 0

1.2 0.9 0
1.1 0.9 0

1.1 0.9 0
1.2 0.825 0

1.1 0.825 0
1.2 0.825 0

1.2 0.685 0
1.2 0.825 0

1.1 0.825 0
1.2 0.685 0

1.1 0.685 0
1.2 0.685 0

1.1 0.685 0
1.2 0.6 0

1.2 0.6 0
1.2 0.685 0

1.1 0.6 0
1.2 0.6 0

1.1 0.6 0
1.2 0.5 0

1.2 0.5 0
1.2 0.6 0

1.1 0.5 0
1.2 0.5 0

1.1 0.5 0
1.2 0.4 0

1.2 0.4 0
1.2 0.5 0

1.1 0.4 0
1.2 0.4 0

1.2 0.3 0
1.2 0.4 0

1.1 0.3 0
1.2 0.3 0

1.2 0.3 0
1.1 0.4 0

1.1 0.3 0
1.2 0.2 0

1.2 0.2 0
1.2 0.3 0

1.1 0.2 0
1.2 0.2 0

1.1 0.2 0
1.2 0.1 0

1.2 0.1 0
1.2 0.2 0

1.1 0.1 0
1.2 0.1 0

1.1 0.825 0
1.1 0.9 0

1.1 0.9 0
1 0.9 0

1 0.9 0
1.1 0.825 0

1 0.825 0
1.1 0.825 0

1 0.825 0
1.1 0.685 0

1.1 0.685 0
1.1 0.825 0

1 0.685 0
1.1 0.685 0

1.1 0.6 0
1.1 0.685 0

1 0.6 0
1.1 0.6 0

1.1 0.6 0
1 0.685 0

1 0.6 0
1.1 0.5 0

1.1 0.5 0
1.1 0.6 0

1 0.5 0
1.1 0.5 0

1 0.5 0
1.1 0.4 0

1.1 0.4 0
1.1 0.5 0

1 0.4 0
1.1 0.4 0

1 0.4 0
1.1 0.3 0

1.1 0.3 0
1.1 0.4 0

1 0.3 0
1.1 0.3 0

1 0.3 0
1.1 0.2 0

1.1 0.2 0
1.1 0.3 0

1 0.2 0
1.1 0.2 0

1 0.2 0
1.1 0.1 0

1.1 0.1 0
1.1 0.2 0

1 0.1 0
1.1 0.1 0

1 0.825 0
1 0.9 0

1 0.9 0
0.9 0.9 0

0.9 0.9 0
1 0.825 0

0.9 0.825 0
1 0.825 0

0.9 0.825 0
1 0.685 0

1 0.685 0
1 0.825 0

0.9 0.685 0
1 0.685 0

0.9 0.685 0
1 0.6 0

1 0.6 0
1 0.685 0

0.9 0.6 0
1 0.6 0

0.9 0.6 0
1 0.5 0

1 0.5 0
1 0.6 0

0.9 0.5 0
1 0.5 0

0.9 0.5 0
1 0.4 0

1 0.4 0
1 0.5 0

0.9 0.4 0
1 0.4 0

0.9 0.4 0
1 0.3 0

1 0.3 0
1 0.4 0

0.9 0.4 0
0.9 0.3 0

1 0.3 0
0.9 0.3 0

0.9 0.3 0
1 0.2 0

1 0.2 0
1 0.3 0

0.9 0.2 0
1 0.2 0

0.9 0.2 0
1 0.1 0

1 0.1 0
1 0.2 0

0.9 0.1 0
1 0.1 0

0.9 0.825 0
0.9 0.9 0

0.9 0.9 0
0.825 0.9 0

0.825 0.9 0
0.9 0.825 0

0.9 0.825 0
0.825 0.825 0

0.825 0.825 0
0.9 0.685 0

0.9 0.685 0
0.9 0.825 0

0.825 0.685 0
0.9 0.685 0

0.825 0.825 0
0.825 0.685 0

0.825 0.685 0
0.9 0.6 0

0.9 0.6 0
0.9 0.685 0

0.825 0.6 0
0.9 0.6 0

0.825 0.6 0
0.9 0.5 0

0.9 0.5 0
0.9 0.6 0

0.825 0.5 0
0.9 0.5 0

0.825 0.5 0
0.9 0.4 0

0.9 0.4 0
0.9 0.5 0

0.825 0.4 0
0.9 0.4 0

0.825 0.4 0
0.9 0.3 0

0.825 0.3 0
0.9 0.3 0

0.825 0.3 0
0.9 0.2 0

0.9 0.2 0
0.9 0.3 0

0.825 0.2 0
0.9 0.2 0

0.825 0.2 0
0.9 0.1 0

0.9 0.1 0
0.9 0.2 0

0.825 0.1 0
0.9 0.1 0

0.825 0.825 0
0.825 0.9 0

0.825 0.9 0
0.685 0.9 0

0.685 0.825 0
0.825 0.825 0

0.825 0.825 0
0.685 0.9 0

0.685 0.825 0
0.825 0.685 0

0.685 0.685 0
0.825 0.685 0

0.685 0.685 0
0.825 0.6 0

0.825 0.6 0
0.825 0.685 0

0.685 0.6 0
0.825 0.6 0

0.685 0.6 0
0.825 0.5 0

0.825 0.5 0
0.825 0.6 0

0.685 0.5 0
0.825 0.5 0

0.685 0.5 0
0.825 0.4 0

0.825 0.4 0
0.825 0.5 0

0.685 0.4 0
0.825 0.4 0

0.825 0.3 0
0.825 0.4 0

0.685 0.3 0
0.825 0.3 0

0.825 0.3 0
0.685 0.4 0

0.685 0.3 0
0.825 0.2 0

0.825 0.2 0
0.825 0.3 0

0.685 0.2 0
0.825 0.2 0

0.685 0.2 0
0.825 0.1 0

0.825 0.1 0
0.825 0.2 0

0.685 0.1 0
0.825 0.1 0

0.685 0.825 0
0.685 0.9 0

0.685 0.9 0
0.6 0.9 0

0.6 0.9 0
0.685 0.825 0

0.6 0.825 0
0.685 0.825 0

0.6 0.825 0
0.685 0.685 0

0.685 0.685 0
0.685 0.825 0

0.6 0.685 0
0.685 0.685 0

0.6 0.685 0
0.685 0.6 0

0.685 0.6 0
0.685 0.685 0

0.6 0.6 0
0.685 0.6 0

0.6 0.6 0
0.685 0.5 0

0.685 0.5 0
0.685 0.6 0

0.6 0.5 0
0.685 0.5 0

0.6 0.5 0
0.685 0.4 0

0.685 0.4 0
0.685 0.5 0

0.6 0.4 0
0.685 0.4 0

0.685 0.3 0
0.685 0.4 0

0.6 0.3 0
0.685 0.3 0

0.685 0.3 0
0.6 0.4 0

0.6 0.3 0
0.685 0.2 0

0.685 0.2 0
0.685 0.3 0

0.6 0.2 0
0.685 0.2 0

0.6 0.2 0
0.685 0.1 0

0.685 0.1 0
0.685 0.2 0

0.6 0.1 0
0.685 0.1 0

0.6 0.825 0
0.6 0.9 0

0.6 0.9 0
0.5 0.9 0

0.5 0.9 0
